label,awk,cat,cat -b,cat -n,cat -s,cd,chattr,chattr +a,chattr +i,chattr -i,crontab,crontab -e,crontab -l,crontab -r,curl,curl -X,curl -d,curl -o,curl -s,echo,echo -e,echo -n,free,free -g,free -h,free -m,grep,grep -E,grep -i,grep -r,grep -v,head,head -n,ifconfig,lockr,ls,ls -R,ls -a,ls -h,ls -l,ls -la,ls -lh,lscpu,id,pkill,pkill -9,pkill -f,pkill -u,ps,ps -e,ps -f,ps -u,ps -x,rm,rm -f,rm -r,rm -rf,sh,tftp,top,logname,whoami,uname,uname -a,uname -n,uname -r,uname -s,w,wc,wc -c,wc -l,wc -w,wget,wget --no-check-certificate,wget -O,wget -q,which,which -ls,ack,ack -i,ack -w,ack -c,ack -l,ack -n,bzip2,bzip2 -k,bzip2 -f,bzip2 -v,bzip2 -d,bzip2 -t,cmp,cmp -l,cmp -s,cmp -n,cmp -i,diff,diff -u,diff -c,diff -i,diff -b,diff -r,find,find -name,find -type,find -mtime,find -size,find -exec,gzip,gzip -k,gzip -d,gzip -v,gzip --best,gzip --fast,locate,locate -i,locate -r,locate -l,locate -e,mosh,mosh -p,mosh -s,mosh -c,mosh --predict,rsync,rsync -a,rsync -v,rsync -z,rsync --delete,rsync -P,scp,scp -r,scp -p,scp -C,scp -P,scp -l,scp -t,ssh,ssh -p,ssh -i,ssh -L,ssh -R,ssh -o,su,su -c,su -l,su -p,sudo,sudo -u,sudo -s,sudo -H,sudo -E,sudo -n,tar,tar -c,tar -x,tar -t,tar -z,tar -j,tar -v,tar -f,tar --exclude,zip,zip -r,zip -u,zip -d,zip -9,zip -l,nproc,chmod,chown,chrgp,dnf,yum,apt-get,kill,killall,bg
id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24622402278894637,0.26436931516542145,0.26148820546102514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4144753045956607,0.21112103036030697,0.2390430120105126,0.21112103036030697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36586193837318004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36586193837318004,1.0,0.0,0.0,0.0,0.2886147966105823,0.0,0.0,0.24042587512839222,0.29038803985086553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6933968871926671,0.6933968871926671,0.36586193837318004,0.2875438955894264,0.38622700589103776,0.3907627903288977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23782158261802483,0.0,0.0,0.0,0.269048898789323,0.23715786839436945,0.2262731293418748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6806354452327414,0.5708428235595382,0.607760481320806,0.4246520054262777,0.27901816792606265,0.4566162193243988,0.2553567347666699,0.27901816792606265,0.0,0.0,0.0,0.0,0.0,0.0,0.4246520054262777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246520054262777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pkill -9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6806354452327414,1.0,0.3885358593713615,0.41366332579865184,0.40777982044141003,0.26793227622360444,0.4384740388540662,0.2452109541956112,0.26793227622360444,0.0,0.0,0.0,0.0,0.0,0.0,0.40777982044141003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40777982044141003,0.0,0.0,0.0,0.0,0.0,0.0,0.6806354452327414,0.6806354452327414,0.6806354452327414
pkill -f,0.0,0.0,0.0,0.2689176077409075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13380151899326576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5708428235595382,0.3885358593713615,1.0,0.5375569495659897,0.24240954980775667,0.15927551880332294,0.2606560919222211,0.33756097274173424,0.15927551880332294,0.0,0.0,0.0,0.0,0.0,0.0,0.24240954980775667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20289849154134995,0.0,0.0,0.266580807851936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21153155612169874,0.0,0.1742194632433354,0.19034893783853493,0.245711915723958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24599643591024473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20683381897356184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24240954980775667,0.0,0.0,0.0,0.0,0.0,0.0,0.5708428235595382,0.5708428235595382,0.5708428235595382
pkill -u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13687171161218342,0.14695836845882454,0.14535680898417813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424547567712755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886147966105823,0.607760481320806,0.41366332579865184,0.5375569495659897,1.0,0.25808670721171995,0.4633750644841498,0.27751329323548324,0.7896974896122566,0.4633750644841498,0.0,0.0,0.0,0.0,0.0,0.0,0.25808670721171995,0.2886147966105823,0.2886147966105823,0.0,0.0,0.0,0.0,0.0,0.2172183336981449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21602038212463373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252117659313168,0.0,0.1854866181481888,0.2026592212516204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13220093922008916,0.0,0.0,0.0,0.1495596687421229,0.1318319918656268,0.1257813520958269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25808670721171995,0.0,0.0,0.0,0.0,0.0,0.0,0.607760481320806,0.607760481320806,0.607760481320806
ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246520054262777,0.40777982044141003,0.24240954980775667,0.25808670721171995,1.0,0.6570513370023445,0.7698024007269331,0.6013317528321469,0.6570513370023445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30389183545622817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246520054262777,0.4246520054262777,0.4246520054262777
ps -e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043736753986533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21104980249201183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27901816792606265,0.26793227622360444,0.15927551880332294,0.4633750644841498,0.6570513370023445,1.0,0.5057996966252459,0.6907097745742254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6570513370023445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19967253679061117,0.0,0.0,0.0,0.0,0.20006865157211634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21984610665163637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23159019057552982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27020974071752357,0.6570513370023445,0.0,0.0,0.0,0.0,0.0,0.0,0.27901816792606265,0.27901816792606265,0.27901816792606265
ps -f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20726028429208523,0.10557204322511352,0.11953455870107316,0.10557204322511352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18295094669838755,0.0,0.0,0.0,0.0,0.0,0.1876859969407322,0.15415119330640298,0.1528122094265852,0.18295094669838755,0.24042587512839222,0.4566162193243988,0.4384740388540662,0.2606560919222211,0.27751329323548324,0.7698024007269331,0.5057996966252459,1.0000000000000002,0.46290662696352136,0.5057996966252459,0.0,0.0,0.0,0.0,0.0,0.0,0.7698024007269331,0.24042587512839222,0.24042587512839222,0.34673630581440373,0.34673630581440373,0.18295094669838755,0.1437876488309893,0.1931345924707125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16338312219941362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698024007269331,0.0,0.0,0.0,0.0,0.0,0.0,0.4566162193243988,0.4566162193243988,0.4566162193243988
ps -u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13771264852966858,0.14786127758383477,0.14624987816145982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14332999580079656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29038803985086553,0.2553567347666699,0.2452109541956112,0.33756097274173424,0.7896974896122566,0.6013317528321469,0.6907097745742254,0.46290662696352136,1.0,0.6907097745742254,0.0,0.0,0.0,0.0,0.0,0.0,0.6013317528321469,0.29038803985086553,0.29038803985086553,0.0,0.0,0.0,0.0,0.0,0.21855291857189113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18273981008627202,0.0,0.0,0.21734760680910742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22659546228458732,0.0,0.1866262440289716,0.20390435524469971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1330131790102321,0.0,0.0,0.0,0.15047856020136366,0.13264196485098353,0.12655415007769388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6013317528321469,0.0,0.0,0.0,0.0,0.0,0.0,0.2553567347666699,0.2553567347666699,0.2553567347666699
ps -x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043736753986533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21104980249201183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27901816792606265,0.26793227622360444,0.15927551880332294,0.4633750644841498,0.6570513370023445,1.0,0.5057996966252459,0.6907097745742254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6570513370023445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19967253679061117,0.0,0.0,0.0,0.0,0.20006865157211634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21984610665163637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23159019057552982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27020974071752357,0.6570513370023445,0.0,0.0,0.0,0.0,0.0,0.0,0.27901816792606265,0.27901816792606265,0.27901816792606265
rm,0.0,0.1922330085699346,0.10588220178722345,0.10769113157349261,0.09757747957414546,0.0,0.15551012636377876,0.18612050943623257,0.18261036780745646,0.18984117402157125,0.0,0.0,0.0,0.0,0.18794970840966013,0.09193280133230029,0.09193280133230029,0.21579001491716873,0.11927200803671593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632373719575619,0.07089983971258237,0.07028399146372637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.569135749453354,0.5435384128172701,0.4574458631415002,0.0,0.2368983363004324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18794970840966013,0.09310937744782587,0.21579001491716873,0.11927200803671593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336037832887818,0.12269904433441489,0.21949568544393408,0.10105613571959719,0.22082410011130607,0.10823672585101114,0.0,0.0,0.0,0.0,0.0,0.0,0.2336037832887818,0.1287412493769006,0.09927248860209228,0.1031323495075092,0.13016855496249555,0.0,0.0,0.0,0.0,0.0,0.1992392481217261,0.12356769184083209,0.12198680552445725,0.20069235198713697,0.10592427642168196,0.1328159054504116,0.1992392481217261,0.10648728149582005,0.20376382915643668,0.12420301138941314,0.12605034211228014,0.11129417326115627,0.10648728149582005,0.0,0.0,0.13089843851846084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13471655539882488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rm -f,0.0,0.10940667740212273,0.06026134626794266,0.061290872877559466,0.05553483196720061,0.0,0.08850637231563499,0.10592783562663026,0.10393008854004936,0.10804539885387154,0.0,0.0,0.0,0.2056139908245041,0.10696889815527125,0.05232224378560502,0.05232224378560502,0.12281381186443324,0.06788196368278278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15044552236578815,0.0,0.049129924864521064,0.14644747274664074,0.04000113215628103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569135749453354,1.0,0.5238040539908462,0.8037552790891629,0.0,0.13482731217459928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10696889815527125,0.05299187531490359,0.12281381186443324,0.06788196368278278,0.0,0.0,0.0,0.0,0.0,0.0,0.1483668751558681,0.0,0.0,0.20494983685701967,0.3186395203407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1329522642771997,0.06983241255447752,0.12492284143691106,0.05751465953963279,0.12567888971421065,0.2235688405433525,0.0,0.20494983685701967,0.0,0.0,0.0,0.0,0.1329522642771997,0.07327124744968345,0.056499522200651325,0.05869630702984149,0.26887022569610475,0.0,0.0,0.0,0.0,0.0,0.11339417880028133,0.07032679090405305,0.06942705198558251,0.1142211921577555,0.43620126595704484,0.07559027988784581,0.11339417880028133,0.060605718761373814,0.11596927961843376,0.0706883739714771,0.07173975592692422,0.06334149270877959,0.060605718761373814,0.0,0.0,0.07449898090847797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07667200772068447,0.19763824918503242,0.0,0.15730555917395866,0.0,0.21704467279236264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rm -r,0.0,0.10448602436919095,0.057551043905025356,0.05853426672995198,0.053037108374440624,0.0,0.08452572726078142,0.10116364629171161,0.09925574948204281,0.10318597041505202,0.0,0.0,0.0,0.19636633673621554,0.1021578861984554,0.04996900892200392,0.04996900892200392,0.11729016220989294,0.06482891794180527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2160428624115943,0.0,0.0,0.0,0.0,0.0,0.0,0.20501515910040133,0.0,0.0,0.04692026710383646,0.03853678634637588,0.03820204916665639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435384128172701,0.5238040539908462,1.0,0.8416072394413954,0.0,0.1287633457117889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021578861984554,0.050608523236395406,0.11729016220989294,0.06482891794180527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376514889701585,0.126972629596894,0.06669164381172374,0.11930433648643472,0.0549278916144765,0.12002638088630128,0.05883081817759659,0.0,0.0,0.0,0.0,0.0,0.0,0.126972629596894,0.06997581435043292,0.05395841089120178,0.056056393561427525,0.07075160976303242,0.0,0.0,0.0,0.0,0.0,0.10829418469498929,0.06716378709865942,0.06630451465941249,0.10908400246365335,0.26520468821228216,0.07219054644540535,0.10829418469498929,0.057879927969463896,0.11075346828925899,0.06750910767772694,0.06851320288678266,0.06049265829017914,0.057879927969463896,0.0,0.0,0.07114832951258322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07322362270168713,0.0,0.0,0.2060569136384767,0.0,0.20728291461802376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rm -rf,0.0,0.08793619452956115,0.04843537518787893,0.049262862635321196,0.04463641436696708,0.0,0.07113746398172255,0.08514005708739315,0.08353435732026876,0.08684205971009341,0.0,0.0,0.0,0.16526333057978582,0.08597681659065026,0.04205427965647018,0.04205427965647018,0.09871224963110146,0.054560486664975476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818232370352391,0.0,0.0,0.0,0.0,0.0,0.0,0.17254224209412722,0.12092138281682893,0.0,0.03948843647111272,0.11770792932937878,0.03215112114015414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4574458631415002,0.8037552790891629,0.8416072394413954,1.0,0.0,0.1083681639257367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08597681659065026,0.042592499533188444,0.09871224963110146,0.054560486664975476,0.0,0.0,0.0,0.0,0.0,0.0,0.11925065914849173,0.0,0.0,0.16472951332229221,0.25610819660029405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000921358131232,0.10686108427965677,0.056128170242193624,0.10040739328373566,0.04622771122999573,0.10101507107786148,0.1796946358265628,0.0,0.16472951332229221,0.0,0.0,0.0,0.0,0.10686108427965677,0.058892151943131424,0.04541178923478885,0.04717746663827342,0.21610586329313888,0.0,0.0,0.0,0.0,0.0,0.09114116982870654,0.05652552945053235,0.05580235954500968,0.09180588618065366,0.35059907025835063,0.06075608650768343,0.09114116982870654,0.04871216639744732,0.09321092070548337,0.056816153749803686,0.05766120754683339,0.050911059150069306,0.04871216639744732,0.0,0.0,0.05987894919195191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06162553096386519,0.15885278613240922,0.0,0.2998541638712343,0.0,0.17445080155504142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
