sid,tactic_id,tech_id
2016966,TA0005,T1027
2015738,TA0005,T1027
2015739,TA0005,T1027
2015785,TA0005,T1027
2015801,TA0005,T1027
2015845,TA0005,T1027
2011881,TA0001,T1190
2016705,TA0005,T1027
2017165,TA0040,T1486
2014763,TA0001,T1190
2014764,TA0001,T1190
2017114,TA0005,T1027
2017404,TA0010,T1041
2103192,TA0007,T1083
2017551,TA0005,T1027
2017295,TA0005,T1027
2017693,TA0005,T1027
2015663,TA0005,T1027
2012578,TA0001,T1190
2012576,TA0001,T1190
2005371,TA0001,T1190
2005370,TA0001,T1190
2005369,TA0001,T1190
2005368,TA0001,T1190
2005367,TA0001,T1190
2005366,TA0001,T1190
2004151,TA0001,T1190
2004150,TA0001,T1190
2004149,TA0001,T1190
2004148,TA0001,T1190
2004146,TA0001,T1190
2016520,TA0005,T1027
2017872,TA0040,T1496
2017874,TA0040,T1496
2017873,TA0040,T1496
2017878,TA0040,T1496
2017879,TA0040,T1496
2017883,TA0010,T1041
2018151,TA0010,T1041
2018185,TA0010,T1041
2018186,TA0010,T1041
2018187,TA0010,T1041
2018188,TA0010,T1041
2016751,TA0005,T1027
2018473,TA0010,T1041
2018424,TA0010,T1041
2018539,TA0040,T1486
2018555,TA0010,T1041
2004838,TA0001,T1190
2018853,TA0001,T1566
2018748,TA0042,T1587
2010343,TA0001,T1190
2011959,TA0005,T1027
2011958,TA0005,T1027
2012045,TA0008,T1210
2012117,TA0007,T1082
2016801,TA0005,T1027
2013796,TA0005,T1027
2016476,TA0011,T1071
2016477,TA0011,T1071
2016478,TA0011,T1071
2016479,TA0011,T1071
2016480,TA0011,T1071
2016482,TA0011,T1071
2016483,TA0011,T1071
2016488,TA0011,T1071
2014797,TA0040,T1486
2019356,TA0010,T1041
2019650,TA0005,T1036
2019663,TA0010,T1041
2014132,TA0001,T1190
2015966,TA0010,T1041
2012095,TA0001,T1190
2012097,TA0001,T1190
2019808,TA0010,T1041
2019318,TA0010,T1041
2020169,TA0010,T1041
2020456,TA0010,T1041
2020455,TA0010,T1041
2020502,TA0001,T1190
2020507,TA0001,T1190
2020506,TA0001,T1190
2020508,TA0001,T1190
2020509,TA0001,T1190
2020510,TA0001,T1190
2020511,TA0001,T1190
2020512,TA0001,T1190
2020513,TA0001,T1190
2020514,TA0001,T1190
2020515,TA0001,T1190
2020516,TA0001,T1190
2020517,TA0001,T1190
2020518,TA0001,T1190
2020519,TA0001,T1190
2020521,TA0001,T1190
2020523,TA0001,T1190
2020524,TA0001,T1190
2020526,TA0001,T1190
2020527,TA0001,T1190
2020528,TA0001,T1190
2020529,TA0001,T1190
2020531,TA0001,T1190
2020532,TA0001,T1190
2020533,TA0001,T1190
2020534,TA0001,T1190
2020535,TA0001,T1190
2020536,TA0001,T1190
2020537,TA0001,T1190
2020538,TA0001,T1190
2020539,TA0001,T1190
2020540,TA0001,T1190
2020541,TA0001,T1190
2020543,TA0001,T1190
2020544,TA0001,T1190
2020545,TA0001,T1190
2020546,TA0001,T1190
2020547,TA0001,T1190
2020548,TA0001,T1190
2020549,TA0001,T1190
2020550,TA0001,T1190
2020542,TA0001,T1190
2020551,TA0001,T1190
2020552,TA0001,T1190
2020553,TA0001,T1190
2020554,TA0001,T1190
2020522,TA0001,T1190
2020520,TA0001,T1190
2020648,TA0001,T1190
2020807,TA0010,T1041
2020808,TA0010,T1041
2020809,TA0010,T1041
2020836,TA0010,T1041
2011698,TA0008,T1210
2020909,TA0010,T1041
2020965,TA0010,T1041
2021031,TA0011,T1071
2021032,TA0011,T1071
2021149,TA0010,T1041
2021385,TA0010,T1041
2021389,TA0010,T1041
2021395,TA0010,T1041
2021396,TA0010,T1041
2021437,TA0010,T1041
2011695,TA0007,T1082
2021524,TA0010,T1041
2021585,TA0010,T1041
2021724,TA0010,T1041
2021748,TA0010,T1041
2021785,TA0010,T1041
2021791,TA0010,T1041
2021823,TA0010,T1041
2031686,TA0001,T1566
2021937,TA0011,T1071
2002494,TA0001,T1190
2002777,TA0001,T1190
2022075,TA0040,T1486
2031703,TA0001,T1566
2014930,TA0005,T1027
2014998,TA0005,T1027
2022278,TA0011,T1071
2022302,TA0042,T1587
2022328,TA0011,T1071
2022329,TA0011,T1071
2022345,TA0010,T1041
2022349,TA0040,T1496
2014636,TA0010,T1041
2031952,TA0001,T1566
2022488,TA0011,T1071
2022638,TA0040,T1486
2022637,TA0040,T1486
2022659,TA0040,T1486
2020714,TA0010,T1041
2013068,TA0001,T1190
2022838,TA0040,T1486
2022839,TA0040,T1486
2021871,TA0010,T1041
2022958,TA0040,T1486
2031955,TA0001,T1566
2022997,TA0040,T1486
2023147,TA0040,T1486
2023148,TA0040,T1486
2023149,TA0040,T1486
2023156,TA0010,T1041
2023157,TA0011,T1071
2019391,TA0010,T1041
2019392,TA0010,T1041
2019393,TA0010,T1041
2019394,TA0010,T1041
2019390,TA0010,T1041
2023286,TA0042,T1587
2023287,TA0011,T1071
2023311,TA0007,T1082
2023348,TA0042,T1587
2023399,TA0010,T1041
2022535,TA0011,T1071
2023502,TA0042,T1587
2023527,TA0010,T1041
2023544,TA0010,T1041
2044216,TA0010,T1041
2018415,TA0010,T1041
2019706,TA0007,T1082
2022627,TA0011,T1071
2016185,TA0040,T1486
2023695,TA0040,T1486
2023716,TA0010,T1041
2023747,TA0040,T1486
2023738,TA0040,T1486
2023813,TA0010,T1041
2023918,TA0010,T1041
2023919,TA0010,T1041
2023920,TA0010,T1041
2023921,TA0010,T1041
2023922,TA0010,T1041
2023923,TA0010,T1041
2023924,TA0010,T1041
2023925,TA0010,T1041
2023926,TA0010,T1041
2023927,TA0010,T1041
2023928,TA0010,T1041
2023929,TA0010,T1041
2023963,TA0010,T1041
2011891,TA0001,T1190
2024063,TA0008,T1210
2017627,TA0010,T1041
2024194,TA0001,T1190
2024273,TA0010,T1041
2011505,TA0001,T1190
2022840,TA0040,T1486
2024351,TA0040,T1486
2024541,TA0001,T1566
2031575,TA0001,T1566
2021761,TA0001,T1566
2024622,TA0001,T1566
2024623,TA0001,T1566
2024624,TA0001,T1566
2013273,TA0005,T1027
2024795,TA0001,T1566
2022187,TA0001,T1566
2031709,TA0001,T1566
2031710,TA0001,T1566
2031711,TA0001,T1566
2031741,TA0001,T1566
2024896,TA0010,T1041
2018101,TA0010,T1041
2024000,TA0001,T1566
2022548,TA0040,T1486
2025155,TA0011,T1071
2025186,TA0040,T1496
2025685,TA0001,T1566
2013950,TA0005,T1027
2014281,TA0005,T1027
2014298,TA0005,T1027
2014659,TA0005,T1027
2014820,TA0005,T1027
2014873,TA0005,T1027
2014909,TA0005,T1027
2015005,TA0005,T1027
2015680,TA0005,T1027
2015978,TA0005,T1027
2016242,TA0005,T1027
2016341,TA0005,T1027
2017346,TA0005,T1027
2017461,TA0005,T1027
2025252,TA0010,T1041
2025264,TA0001,T1566
2025267,TA0001,T1566
2025285,TA0001,T1566
2025153,TA0010,T1041
2025336,TA0001,T1566
2025334,TA0001,T1566
2025342,TA0001,T1566
2025327,TA0001,T1566
2025368,TA0001,T1566
2025410,TA0001,T1566
2025480,TA0001,T1566
2025550,TA0001,T1566
2025625,TA0001,T1566
2025765,TA0008,T1210
2025793,TA0001,T1190
2025806,TA0001,T1190
2025809,TA0001,T1190
2025812,TA0001,T1190
2025795,TA0001,T1190
2025796,TA0001,T1190
2025797,TA0001,T1190
2025798,TA0001,T1190
2025799,TA0001,T1190
2025800,TA0001,T1190
2025801,TA0001,T1190
2025802,TA0001,T1190
2025803,TA0001,T1190
2025804,TA0001,T1190
2025805,TA0001,T1190
2025807,TA0001,T1190
2025808,TA0001,T1190
2025810,TA0001,T1190
2025811,TA0001,T1190
2025813,TA0001,T1190
2025814,TA0001,T1190
2025815,TA0001,T1190
2025816,TA0001,T1190
2025817,TA0001,T1190
2025818,TA0001,T1190
2025824,TA0001,T1190
2025709,TA0008,T1570
2025710,TA0008,T1570
2025711,TA0008,T1570
2025712,TA0008,T1570
2025861,TA0001,T1190
2025862,TA0001,T1190
2025720,TA0008,T1570
2025722,TA0008,T1570
2025723,TA0008,T1570
2025724,TA0008,T1570
2025725,TA0008,T1570
2025895,TA0010,T1041
2026003,TA0001,T1190
2026005,TA0001,T1190
2021117,TA0010,T1041
2026061,TA0001,T1566
2026062,TA0001,T1566
2026063,TA0001,T1566
2026064,TA0001,T1566
2026065,TA0001,T1566
2026066,TA0001,T1566
2026067,TA0001,T1566
2026068,TA0001,T1566
2026069,TA0001,T1566
2026070,TA0001,T1566
2035893,TA0010,T1041
2026437,TA0010,T1041
2026438,TA0010,T1041
2026439,TA0010,T1041
2026526,TA0001,T1190
2026687,TA0040,T1486
2026899,TA0011,T1071
2025721,TA0008,T1570
2027150,TA0040,T1496
2027169,TA0008,T1570
2027170,TA0008,T1570
2027171,TA0008,T1570
2027172,TA0008,T1570
2027173,TA0008,T1570
2027190,TA0008,T1570
2025726,TA0008,T1570
2027180,TA0008,T1570
2027181,TA0008,T1570
2027182,TA0008,T1570
2021151,TA0010,T1041
2021152,TA0010,T1041
2017073,TA0005,T1027
2027535,TA0001,T1566
2027699,TA0001,T1566
2027764,TA0001,T1566
2000580,TA0040,T1496
2000581,TA0040,T1496
2001396,TA0009,T1005
2001461,TA0009,T1005
2001462,TA0009,T1005
2001466,TA0009,T1005
2001467,TA0009,T1005
2001468,TA0009,T1005
2001469,TA0009,T1005
2001470,TA0009,T1005
2001479,TA0009,T1005
2001481,TA0009,T1005
2001482,TA0009,T1005
2001484,TA0009,T1005
2001485,TA0009,T1005
2001495,TA0009,T1005
2001505,TA0009,T1005
2001510,TA0009,T1005
2001516,TA0009,T1005
2001525,TA0009,T1005
2001533,TA0009,T1005
2001540,TA0009,T1005
2001641,TA0009,T1005
2001643,TA0009,T1005
2001700,TA0009,T1005
2001705,TA0009,T1005
2001708,TA0040,T1496
2001710,TA0009,T1005
2001729,TA0009,T1005
2001734,TA0009,T1005
2001850,TA0009,T1005
2002000,TA0040,T1496
2002003,TA0009,T1005
2002004,TA0009,T1005
2002009,TA0009,T1005
2002010,TA0009,T1005
2002016,TA0009,T1005
2002017,TA0009,T1005
2002019,TA0009,T1005
2002037,TA0040,T1496
2002089,TA0009,T1005
2002090,TA0009,T1005
2002091,TA0009,T1005
2002093,TA0009,T1005
2002095,TA0009,T1005
2003074,TA0009,T1005
2003075,TA0009,T1005
2003076,TA0009,T1005
2003201,TA0009,T1005
2003442,TA0009,T1005
2003444,TA0009,T1005
2003547,TA0009,T1005
2007593,TA0009,T1005
2008370,TA0040,T1496
2008456,TA0040,T1496
2008917,TA0009,T1005
2018338,TA0010,T1041
2027414,TA0042,T1587
2026644,TA0011,T1071
2026659,TA0011,T1071
2010361,TA0001,T1190
2010099,TA0001,T1190
2008922,TA0001,T1190
2009333,TA0001,T1190
2002702,TA0001,T1190
2009164,TA0001,T1190
2009459,TA0001,T1190
2009460,TA0001,T1190
2006528,TA0001,T1190
2006529,TA0001,T1190
2006530,TA0001,T1190
2006531,TA0001,T1190
2006532,TA0001,T1190
2006533,TA0001,T1190
2006534,TA0001,T1190
2006535,TA0001,T1190
2006536,TA0001,T1190
2006537,TA0001,T1190
2006538,TA0001,T1190
2006539,TA0001,T1190
2006540,TA0001,T1190
2006541,TA0001,T1190
2006542,TA0001,T1190
2006543,TA0001,T1190
2006544,TA0001,T1190
2006545,TA0001,T1190
2009871,TA0001,T1190
2009872,TA0001,T1190
2009873,TA0001,T1190
2002070,TA0001,T1190
2003372,TA0001,T1190
2010095,TA0001,T1190
2003805,TA0001,T1190
2003806,TA0001,T1190
2003807,TA0001,T1190
2003808,TA0001,T1190
2003809,TA0001,T1190
2003810,TA0001,T1190
2003811,TA0001,T1190
2003812,TA0001,T1190
2003813,TA0001,T1190
2003814,TA0001,T1190
2003815,TA0001,T1190
2003816,TA0001,T1190
2008962,TA0001,T1190
2008874,TA0001,T1190
2002800,TA0001,T1190
2002898,TA0001,T1190
2004606,TA0001,T1190
2004607,TA0001,T1190
2004608,TA0001,T1190
2004609,TA0001,T1190
2004610,TA0001,T1190
2004611,TA0001,T1190
2004089,TA0001,T1190
2004090,TA0001,T1190
2004091,TA0001,T1190
2004092,TA0001,T1190
2004093,TA0001,T1190
2004094,TA0001,T1190
2009415,TA0001,T1190
2008871,TA0001,T1190
2008899,TA0001,T1190
2002815,TA0001,T1190
2009898,TA0001,T1190
2009502,TA0001,T1190
2009504,TA0001,T1190
2009723,TA0001,T1190
2009788,TA0001,T1190
2009101,TA0001,T1190
2009059,TA0001,T1190
2009060,TA0001,T1190
2009062,TA0001,T1190
2009466,TA0001,T1190
2009467,TA0001,T1190
2009468,TA0001,T1190
2003829,TA0001,T1190
2003830,TA0001,T1190
2003831,TA0001,T1190
2003832,TA0001,T1190
2003833,TA0001,T1190
2003834,TA0001,T1190
2004660,TA0001,T1190
2004661,TA0001,T1190
2004662,TA0001,T1190
2004663,TA0001,T1190
2004664,TA0001,T1190
2004665,TA0001,T1190
2003817,TA0001,T1190
2003818,TA0001,T1190
2003819,TA0001,T1190
2003820,TA0001,T1190
2003821,TA0001,T1190
2003822,TA0001,T1190
2003858,TA0001,T1190
2003859,TA0001,T1190
2003860,TA0001,T1190
2003861,TA0001,T1190
2003862,TA0001,T1190
2003863,TA0001,T1190
2009653,TA0001,T1190
2009654,TA0001,T1190
2009656,TA0001,T1190
2004116,TA0001,T1190
2004117,TA0001,T1190
2004118,TA0001,T1190
2004119,TA0001,T1190
2004120,TA0001,T1190
2004121,TA0001,T1190
2009123,TA0001,T1190
2003852,TA0001,T1190
2003853,TA0001,T1190
2003854,TA0001,T1190
2003855,TA0001,T1190
2003856,TA0001,T1190
2003857,TA0001,T1190
2008996,TA0001,T1190
2005518,TA0001,T1190
2005519,TA0001,T1190
2005520,TA0001,T1190
2005521,TA0001,T1190
2005522,TA0001,T1190
2005523,TA0001,T1190
2005524,TA0001,T1190
2005525,TA0001,T1190
2005527,TA0001,T1190
2005528,TA0001,T1190
2005529,TA0001,T1190
2005530,TA0001,T1190
2005531,TA0001,T1190
2005532,TA0001,T1190
2005533,TA0001,T1190
2005534,TA0001,T1190
2005535,TA0001,T1190
2005536,TA0001,T1190
2005537,TA0001,T1190
2005538,TA0001,T1190
2005539,TA0001,T1190
2005540,TA0001,T1190
2005541,TA0001,T1190
2009180,TA0001,T1190
2004379,TA0001,T1190
2004380,TA0001,T1190
2004381,TA0001,T1190
2004382,TA0001,T1190
2004383,TA0001,T1190
2004384,TA0001,T1190
2005567,TA0001,T1190
2005568,TA0001,T1190
2005569,TA0001,T1190
2005571,TA0001,T1190
2005572,TA0001,T1190
2009663,TA0001,T1190
2008934,TA0001,T1190
2008923,TA0001,T1190
2008872,TA0001,T1190
2010126,TA0001,T1190
2002899,TA0001,T1190
2002902,TA0001,T1190
2009877,TA0001,T1190
2003993,TA0001,T1190
2003994,TA0001,T1190
2003995,TA0001,T1190
2003996,TA0001,T1190
2003997,TA0001,T1190
2008825,TA0001,T1190
2008826,TA0001,T1190
2009307,TA0001,T1190
2009309,TA0001,T1190
2009311,TA0001,T1190
2009313,TA0001,T1190
2003520,TA0001,T1190
2004754,TA0001,T1190
2004755,TA0001,T1190
2004756,TA0001,T1190
2004757,TA0001,T1190
2004758,TA0001,T1190
2004759,TA0001,T1190
2010092,TA0001,T1190
2010093,TA0001,T1190
2010094,TA0001,T1190
2008935,TA0001,T1190
2009925,TA0001,T1190
2009927,TA0001,T1190
2003516,TA0001,T1190
2003517,TA0001,T1190
2009190,TA0001,T1190
2003981,TA0001,T1190
2003982,TA0001,T1190
2003983,TA0001,T1190
2003984,TA0001,T1190
2003985,TA0001,T1190
2003986,TA0001,T1190
2008966,TA0001,T1190
2008967,TA0001,T1190
2008968,TA0001,T1190
2008969,TA0001,T1190
2008970,TA0001,T1190
2009367,TA0001,T1190
2009874,TA0001,T1190
2006951,TA0001,T1190
2006952,TA0001,T1190
2006953,TA0001,T1190
2006954,TA0001,T1190
2006955,TA0001,T1190
2006956,TA0001,T1190
2006957,TA0001,T1190
2006958,TA0001,T1190
2006960,TA0001,T1190
2006961,TA0001,T1190
2006962,TA0001,T1190
2006963,TA0001,T1190
2006964,TA0001,T1190
2006965,TA0001,T1190
2006966,TA0001,T1190
2006967,TA0001,T1190
2006968,TA0001,T1190
2009435,TA0001,T1190
2009225,TA0001,T1190
2009188,TA0001,T1190
2010191,TA0001,T1190
2010192,TA0001,T1190
2010193,TA0001,T1190
2004469,TA0001,T1190
2004470,TA0001,T1190
2004471,TA0001,T1190
2004472,TA0001,T1190
2004473,TA0001,T1190
2004474,TA0001,T1190
2004475,TA0001,T1190
2004476,TA0001,T1190
2004477,TA0001,T1190
2004478,TA0001,T1190
2004479,TA0001,T1190
2009397,TA0001,T1190
2003782,TA0001,T1190
2003783,TA0001,T1190
2003784,TA0001,T1190
2003785,TA0001,T1190
2003786,TA0001,T1190
2003787,TA0001,T1190
2009321,TA0001,T1190
2009416,TA0001,T1190
2004881,TA0001,T1190
2004882,TA0001,T1190
2004883,TA0001,T1190
2004884,TA0001,T1190
2004885,TA0001,T1190
2004886,TA0001,T1190
2002131,TA0007,T1082
2002132,TA0007,T1082
2002133,TA0008,T1210
2001810,TA0001,T1190
2009151,TA0001,T1190
2011040,TA0001,T1190
2011556,TA0001,T1190
2006609,TA0001,T1190
2006611,TA0001,T1190
2006612,TA0001,T1190
2003764,TA0001,T1190
2003838,TA0001,T1190
2009061,TA0001,T1190
2009086,TA0001,T1190
2009088,TA0001,T1190
2003998,TA0001,T1190
2003371,TA0001,T1190
2008687,TA0001,T1190
2005870,TA0001,T1190
2005869,TA0001,T1190
2005868,TA0001,T1190
2005867,TA0001,T1190
2005866,TA0001,T1190
2005865,TA0001,T1190
2004735,TA0001,T1190
2004734,TA0001,T1190
2004733,TA0001,T1190
2004732,TA0001,T1190
2004731,TA0001,T1190
2004730,TA0001,T1190
2002703,TA0001,T1190
2010341,TA0001,T1190
2019454,TA0010,T1041
2019455,TA0010,T1041
2021163,TA0040,T1486
2021164,TA0040,T1486
2021165,TA0040,T1486
2021318,TA0040,T1486
2022675,TA0040,T1486
2022806,TA0040,T1486
2022817,TA0040,T1486
2023247,TA0040,T1486
2023503,TA0040,T1486
2023504,TA0040,T1486
2023584,TA0040,T1486
2023585,TA0040,T1486
2023589,TA0040,T1486
2023655,TA0040,T1486
2023737,TA0040,T1486
2023729,TA0040,T1486
2023730,TA0040,T1486
2023731,TA0040,T1486
2023732,TA0040,T1486
2023733,TA0040,T1486
2023734,TA0040,T1486
2023735,TA0040,T1486
2023736,TA0040,T1486
2024110,TA0040,T1486
2024111,TA0040,T1486
2024112,TA0040,T1486
2024113,TA0040,T1486
2024114,TA0040,T1486
2024115,TA0040,T1486
2024116,TA0040,T1486
2024117,TA0040,T1486
2024205,TA0040,T1486
2023773,TA0001,T1566
2023774,TA0001,T1566
2024011,TA0001,T1566
2024012,TA0001,T1566
2024013,TA0001,T1566
2024014,TA0001,T1566
2021892,TA0001,T1566
2024542,TA0001,T1566
2024102,TA0001,T1566
2024103,TA0001,T1566
2028589,TA0011,T1001
2028629,TA0001,T1190
2010798,TA0001,T1190
2011519,TA0001,T1190
2011575,TA0001,T1190
2010039,TA0001,T1190
2011722,TA0001,T1190
2011867,TA0001,T1190
2018423,TA0010,T1041
2016645,TA0040,T1486
2021057,TA0010,T1041
2024216,TA0010,T1041
2022831,TA0040,T1486
2024324,TA0040,T1486
2028653,TA0011,T1071
2028652,TA0011,T1071
2028654,TA0011,T1071
2028655,TA0011,T1071
2028656,TA0011,T1071
2028657,TA0011,T1071
2028658,TA0042,T1587
2028659,TA0011,T1071
2013119,TA0001,T1190
2013279,TA0005,T1027
2013278,TA0005,T1027
2013277,TA0005,T1027
2013276,TA0005,T1027
2013275,TA0005,T1027
2013271,TA0005,T1027
2013270,TA0005,T1027
2013269,TA0005,T1027
2016331,TA0010,T1041
2017013,TA0008,T1210
2017324,TA0005,T1027
2019715,TA0005,T1027
2019943,TA0010,T1041
2020336,TA0010,T1041
2020337,TA0010,T1041
2019733,TA0007,T1082
2021150,TA0010,T1041
2022360,TA0010,T1041
2022361,TA0010,T1041
2022797,TA0007,T1082
2023586,TA0007,T1082
2023587,TA0007,T1082
2024374,TA0001,T1566
2024895,TA0010,T1041
2022837,TA0010,T1041
2028661,TA0010,T1041
2028474,TA0010,T1041
2028831,TA0011,T1001
2028827,TA0011,T1071
2028894,TA0011,T1071
2028905,TA0011,T1071
2028911,TA0011,T1071
2028760,TA0040,T1486
2028809,TA0040,T1486
2028966,TA0040,T1486
2028985,TA0011,T1071
2028986,TA0011,T1071
2028987,TA0011,T1071
2028988,TA0011,T1071
2029001,TA0011,T1071
2029005,TA0011,T1071
2029006,TA0011,T1071
2029007,TA0011,T1071
2029052,TA0040,T1486
2035523,TA0010,T1041
2029083,TA0042,T1587
2029084,TA0011,T1071
2029085,TA0011,T1071
2029086,TA0042,T1587
2029087,TA0011,T1071
2029088,TA0011,T1071
2029089,TA0011,T1071
2029090,TA0042,T1587
2029105,TA0001,T1566
2029103,TA0040,T1486
2029177,TA0040,T1486
2029182,TA0011,T1071
2029184,TA0011,T1071
2029201,TA0011,T1071
2029202,TA0011,T1071
2029225,TA0011,T1071
2029228,TA0011,T1071
2029231,TA0040,T1486
2029237,TA0040,T1486
2029269,TA0040,T1486
2029256,TA0042,T1587
2029290,TA0040,T1486
2029292,TA0040,T1486
2029301,TA0011,T1071
2029304,TA0011,T1071
2029321,TA0040,T1486
2029320,TA0040,T1486
2029234,TA0040,T1486
2029349,TA0040,T1486
2029356,TA0042,T1587
2029360,TA0042,T1587
2029361,TA0042,T1587
2029365,TA0042,T1587
2029373,TA0042,T1587
2029377,TA0042,T1587
2029378,TA0042,T1587
2029394,TA0011,T1071
2029381,TA0011,T1001
2029400,TA0011,T1071
2029420,TA0010,T1041
2029449,TA0011,T1071
2029469,TA0011,T1071
2029491,TA0011,T1071
2029496,TA0040,T1486
2029510,TA0011,T1071
2029511,TA0011,T1071
2029512,TA0011,T1071
2029513,TA0011,T1071
2029514,TA0011,T1071
2029515,TA0011,T1071
2029516,TA0011,T1071
2029517,TA0011,T1071
2029518,TA0011,T1071
2029519,TA0011,T1071
