sid,tactic_id,tech_id
2006980,TA0001,T1190
2006981,TA0001,T1190
2006982,TA0001,T1190
2006983,TA0001,T1190
2006984,TA0001,T1190
2006985,TA0001,T1190
2006986,TA0001,T1190
2006987,TA0001,T1190
2006988,TA0001,T1190
2006989,TA0001,T1190
2006990,TA0001,T1190
2006991,TA0001,T1190
2006992,TA0001,T1190
2006993,TA0001,T1190
2006994,TA0001,T1190
2006995,TA0001,T1190
2006996,TA0001,T1190
2006997,TA0001,T1190
2006998,TA0001,T1190
2007070,TA0001,T1190
2007071,TA0001,T1190
2007072,TA0001,T1190
2007073,TA0001,T1190
2007074,TA0001,T1190
2007075,TA0001,T1190
2009122,TA0001,T1190
2008939,TA0001,T1190
2009306,TA0001,T1190
2009308,TA0001,T1190
2009310,TA0001,T1190
2009312,TA0001,T1190
2004760,TA0001,T1190
2004761,TA0001,T1190
2004762,TA0001,T1190
2004763,TA0001,T1190
2004764,TA0001,T1190
2004765,TA0001,T1190
2009013,TA0001,T1190
2009014,TA0001,T1190
2009015,TA0001,T1190
2009016,TA0001,T1190
2009017,TA0001,T1190
2004911,TA0001,T1190
2004912,TA0001,T1190
2004913,TA0001,T1190
2004914,TA0001,T1190
2004915,TA0001,T1190
2004916,TA0001,T1190
2004772,TA0001,T1190
2004773,TA0001,T1190
2004774,TA0001,T1190
2004775,TA0001,T1190
2004776,TA0001,T1190
2004778,TA0001,T1190
2004224,TA0001,T1190
2004225,TA0001,T1190
2004226,TA0001,T1190
2004227,TA0001,T1190
2004228,TA0001,T1190
2004229,TA0001,T1190
2004230,TA0001,T1190
2004231,TA0001,T1190
2004232,TA0001,T1190
2004233,TA0001,T1190
2004439,TA0001,T1190
2004234,TA0001,T1190
2004235,TA0001,T1190
2004236,TA0001,T1190
2004237,TA0001,T1190
2004238,TA0001,T1190
2004239,TA0001,T1190
2004240,TA0001,T1190
2009690,TA0001,T1190
2009691,TA0001,T1190
2005227,TA0001,T1190
2005228,TA0001,T1190
2005229,TA0001,T1190
2005230,TA0001,T1190
2005231,TA0001,T1190
2005232,TA0001,T1190
2004140,TA0001,T1190
2004141,TA0001,T1190
2004142,TA0001,T1190
2004143,TA0001,T1190
2004144,TA0001,T1190
2004145,TA0001,T1190
2004247,TA0001,T1190
2004248,TA0001,T1190
2004249,TA0001,T1190
2004250,TA0001,T1190
2004251,TA0001,T1190
2004252,TA0001,T1190
2004997,TA0001,T1190
2004998,TA0001,T1190
2004999,TA0001,T1190
2005000,TA0001,T1190
2005001,TA0001,T1190
2005002,TA0001,T1190
2005280,TA0001,T1190
2005281,TA0001,T1190
2005282,TA0001,T1190
2005283,TA0001,T1190
2005284,TA0001,T1190
2005285,TA0001,T1190
2005286,TA0001,T1190
2005287,TA0001,T1190
2005288,TA0001,T1190
2005289,TA0001,T1190
2005290,TA0001,T1190
2005291,TA0001,T1190
2006921,TA0001,T1190
2006922,TA0001,T1190
2006923,TA0001,T1190
2006924,TA0001,T1190
2006925,TA0001,T1190
2006926,TA0001,T1190
2004403,TA0001,T1190
2004404,TA0001,T1190
2004405,TA0001,T1190
2004406,TA0001,T1190
2004407,TA0001,T1190
2004408,TA0001,T1190
2004654,TA0001,T1190
2004655,TA0001,T1190
2004656,TA0001,T1190
2004657,TA0001,T1190
2004658,TA0001,T1190
2004659,TA0001,T1190
2005657,TA0001,T1190
2005658,TA0001,T1190
2005659,TA0001,T1190
2005660,TA0001,T1190
2005661,TA0001,T1190
2005662,TA0001,T1190
2008725,TA0001,T1190
2011044,TA0001,T1190
2011045,TA0001,T1190
2011071,TA0001,T1190
2011046,TA0001,T1190
2011047,TA0001,T1190
2004343,TA0001,T1190
2004344,TA0001,T1190
2004345,TA0001,T1190
2004346,TA0001,T1190
2004347,TA0001,T1190
2004348,TA0001,T1190
2005117,TA0001,T1190
2005118,TA0001,T1190
2005119,TA0001,T1190
2005120,TA0001,T1190
2005121,TA0001,T1190
2005122,TA0001,T1190
2005123,TA0001,T1190
2005124,TA0001,T1190
2005125,TA0001,T1190
2005126,TA0001,T1190
2005127,TA0001,T1190
2005128,TA0001,T1190
2005129,TA0001,T1190
2005130,TA0001,T1190
2005131,TA0001,T1190
2005132,TA0001,T1190
2005133,TA0001,T1190
2005134,TA0001,T1190
2009926,TA0001,T1190
2009928,TA0001,T1190
2009194,TA0001,T1190
2009738,TA0001,T1190
2004857,TA0001,T1190
2004858,TA0001,T1190
2004859,TA0001,T1190
2004860,TA0001,T1190
2004861,TA0001,T1190
2004862,TA0001,T1190
2009870,TA0001,T1190
2005378,TA0001,T1190
2005379,TA0001,T1190
2005380,TA0001,T1190
2005381,TA0001,T1190
2005382,TA0001,T1190
2005383,TA0001,T1190
2005384,TA0001,T1190
2005385,TA0001,T1190
2005386,TA0001,T1190
2005387,TA0001,T1190
2005388,TA0001,T1190
2005389,TA0001,T1190
2006486,TA0001,T1190
2006487,TA0001,T1190
2006488,TA0001,T1190
2006489,TA0001,T1190
2006490,TA0001,T1190
2006491,TA0001,T1190
2008688,TA0001,T1190
2010121,TA0001,T1190
2010607,TA0001,T1190
2006213,TA0001,T1190
2006214,TA0001,T1190
2006215,TA0001,T1190
2006216,TA0001,T1190
2006217,TA0001,T1190
2006218,TA0001,T1190
2005609,TA0001,T1190
2005610,TA0001,T1190
2005611,TA0001,T1190
2005612,TA0001,T1190
2005613,TA0001,T1190
2005614,TA0001,T1190
2009191,TA0001,T1190
2011098,TA0001,T1190
2009316,TA0001,T1190
2008817,TA0001,T1190
2008818,TA0001,T1190
2008819,TA0001,T1190
2009393,TA0001,T1190
2009329,TA0001,T1190
2008686,TA0001,T1190
2004803,TA0001,T1190
2004804,TA0001,T1190
2004805,TA0001,T1190
2004806,TA0001,T1190
2004807,TA0001,T1190
2004808,TA0001,T1190
2005192,TA0001,T1190
2005193,TA0001,T1190
2005194,TA0001,T1190
2005195,TA0001,T1190
2005196,TA0001,T1190
2005197,TA0001,T1190
2005198,TA0001,T1190
2005199,TA0001,T1190
2005200,TA0001,T1190
2005201,TA0001,T1190
2005202,TA0001,T1190
2005203,TA0001,T1190
2005204,TA0001,T1190
2005205,TA0001,T1190
2005206,TA0001,T1190
2005207,TA0001,T1190
2005208,TA0001,T1190
2005209,TA0001,T1190
2005210,TA0001,T1190
2005211,TA0001,T1190
2005212,TA0001,T1190
2005213,TA0001,T1190
2005214,TA0001,T1190
2005215,TA0001,T1190
2009661,TA0001,T1190
2010771,TA0001,T1190
2010772,TA0001,T1190
2010773,TA0001,T1190
2010774,TA0001,T1190
2010775,TA0001,T1190
2010776,TA0001,T1190
2010777,TA0001,T1190
2005324,TA0001,T1190
2005325,TA0001,T1190
2005326,TA0001,T1190
2005327,TA0001,T1190
2005328,TA0001,T1190
2005329,TA0001,T1190
2008929,TA0001,T1190
2009790,TA0001,T1190
2005766,TA0001,T1190
2005767,TA0001,T1190
2005768,TA0001,T1190
2005769,TA0001,T1190
2005770,TA0001,T1190
2005771,TA0001,T1190
2009045,TA0001,T1190
2006171,TA0001,T1190
2006172,TA0001,T1190
2006173,TA0001,T1190
2006174,TA0001,T1190
2006175,TA0001,T1190
2006176,TA0001,T1190
2006177,TA0001,T1190
2006178,TA0001,T1190
2006179,TA0001,T1190
2006180,TA0001,T1190
2006181,TA0001,T1190
2006182,TA0001,T1190
2010847,TA0001,T1190
2004053,TA0001,T1190
2004054,TA0001,T1190
2004055,TA0001,T1190
2004056,TA0001,T1190
2004057,TA0001,T1190
2004058,TA0001,T1190
2004101,TA0001,T1190
2004102,TA0001,T1190
2004103,TA0001,T1190
2004104,TA0001,T1190
2004105,TA0001,T1190
2004106,TA0001,T1190
2009875,TA0001,T1190
2005033,TA0001,T1190
2005034,TA0001,T1190
2005035,TA0001,T1190
2005036,TA0001,T1190
2005037,TA0001,T1190
2005038,TA0001,T1190
2006615,TA0001,T1190
2006616,TA0001,T1190
2006617,TA0001,T1190
2006618,TA0001,T1190
2006619,TA0001,T1190
2006620,TA0001,T1190
2006621,TA0001,T1190
2006622,TA0001,T1190
2006623,TA0001,T1190
2006624,TA0001,T1190
2006625,TA0001,T1190
2006626,TA0001,T1190
2002663,TA0001,T1190
2008788,TA0001,T1190
2008813,TA0001,T1190
2009436,TA0001,T1190
2009227,TA0001,T1190
2009932,TA0001,T1190
2005925,TA0001,T1190
2005926,TA0001,T1190
2005927,TA0001,T1190
2005928,TA0001,T1190
2005929,TA0001,T1190
2005930,TA0001,T1190
2005931,TA0001,T1190
2005932,TA0001,T1190
2005933,TA0001,T1190
2005934,TA0001,T1190
2005935,TA0001,T1190
2005936,TA0001,T1190
2009224,TA0001,T1190
2008849,TA0001,T1190
2008850,TA0001,T1190
2008851,TA0001,T1190
2008852,TA0001,T1190
2008853,TA0001,T1190
2008854,TA0001,T1190
2008855,TA0001,T1190
2008856,TA0001,T1190
2008857,TA0001,T1190
2008858,TA0001,T1190
2010661,TA0001,T1190
2007374,TA0001,T1190
2007375,TA0001,T1190
2007376,TA0001,T1190
2007377,TA0001,T1190
2007378,TA0001,T1190
2007379,TA0001,T1190
2007380,TA0001,T1190
2007381,TA0001,T1190
2007382,TA0001,T1190
2007383,TA0001,T1190
2007384,TA0001,T1190
2007385,TA0001,T1190
2007386,TA0001,T1190
2007387,TA0001,T1190
2007388,TA0001,T1190
2007389,TA0001,T1190
2007390,TA0001,T1190
2007391,TA0001,T1190
2004108,TA0001,T1190
2004110,TA0001,T1190
2004111,TA0001,T1190
2004113,TA0001,T1190
2005807,TA0001,T1190
2005808,TA0001,T1190
2005804,TA0001,T1190
2005806,TA0001,T1190
2005809,TA0001,T1190
2005810,TA0001,T1190
2005811,TA0001,T1190
2005812,TA0001,T1190
2005813,TA0001,T1190
2005814,TA0001,T1190
2005815,TA0001,T1190
2005816,TA0001,T1190
2005817,TA0001,T1190
2005818,TA0001,T1190
2005819,TA0001,T1190
2005820,TA0001,T1190
2005821,TA0001,T1190
2005822,TA0001,T1190
2010608,TA0001,T1190
2008997,TA0001,T1190
2010979,TA0001,T1190
2004840,TA0001,T1190
2004841,TA0001,T1190
2004842,TA0001,T1190
2004843,TA0001,T1190
2004844,TA0001,T1190
2004845,TA0001,T1190
2008668,TA0001,T1190
2009719,TA0001,T1190
2009720,TA0001,T1190
2009325,TA0001,T1190
2009326,TA0001,T1190
2009327,TA0001,T1190
2010615,TA0001,T1190
2010616,TA0001,T1190
2010617,TA0001,T1190
2010618,TA0001,T1190
2010619,TA0001,T1190
2004899,TA0001,T1190
2004900,TA0001,T1190
2004901,TA0001,T1190
2004902,TA0001,T1190
2004903,TA0001,T1190
2004904,TA0001,T1190
2010902,TA0001,T1190
2010903,TA0001,T1190
2002879,TA0001,T1190
2008992,TA0001,T1190
2010485,TA0001,T1190
2004170,TA0001,T1190
2004171,TA0001,T1190
2004172,TA0001,T1190
2004173,TA0001,T1190
2004174,TA0001,T1190
2004175,TA0001,T1190
2004176,TA0001,T1190
2004177,TA0001,T1190
2004178,TA0001,T1190
2004179,TA0001,T1190
2004180,TA0001,T1190
2004181,TA0001,T1190
2004182,TA0001,T1190
2004183,TA0001,T1190
2004184,TA0001,T1190
2004185,TA0001,T1190
2004186,TA0001,T1190
2004187,TA0001,T1190
2004188,TA0001,T1190
2004189,TA0001,T1190
2004190,TA0001,T1190
2004191,TA0001,T1190
2004192,TA0001,T1190
2004193,TA0001,T1190
2004194,TA0001,T1190
2004195,TA0001,T1190
2004196,TA0001,T1190
2004197,TA0001,T1190
2004198,TA0001,T1190
2004199,TA0001,T1190
2004200,TA0001,T1190
2004201,TA0001,T1190
2004202,TA0001,T1190
2004203,TA0001,T1190
2004204,TA0001,T1190
2004205,TA0001,T1190
2004206,TA0001,T1190
2004207,TA0001,T1190
2004208,TA0001,T1190
2004209,TA0001,T1190
2004210,TA0001,T1190
2004211,TA0001,T1190
2004212,TA0001,T1190
2004213,TA0001,T1190
2004214,TA0001,T1190
2004215,TA0001,T1190
2004216,TA0001,T1190
2004217,TA0001,T1190
2004218,TA0001,T1190
2004219,TA0001,T1190
2004220,TA0001,T1190
2004221,TA0001,T1190
2004222,TA0001,T1190
2004223,TA0001,T1190
2009320,TA0001,T1190
2009331,TA0001,T1190
2005663,TA0001,T1190
2005664,TA0001,T1190
2005665,TA0001,T1190
2005666,TA0001,T1190
2005667,TA0001,T1190
2005668,TA0001,T1190
2005348,TA0001,T1190
2005349,TA0001,T1190
2005350,TA0001,T1190
2005351,TA0001,T1190
2005352,TA0001,T1190
2005353,TA0001,T1190
2010701,TA0001,T1190
2005354,TA0001,T1190
2005355,TA0001,T1190
2005356,TA0001,T1190
2005357,TA0001,T1190
2005358,TA0001,T1190
2005359,TA0001,T1190
2004748,TA0001,T1190
2004749,TA0001,T1190
2004750,TA0001,T1190
2004751,TA0001,T1190
2004752,TA0001,T1190
2004753,TA0001,T1190
2005239,TA0001,T1190
2005240,TA0001,T1190
2005241,TA0001,T1190
2005242,TA0001,T1190
2005243,TA0001,T1190
2005244,TA0001,T1190
2005245,TA0001,T1190
2005246,TA0001,T1190
2005247,TA0001,T1190
2005248,TA0001,T1190
2005249,TA0001,T1190
2005250,TA0001,T1190
2005251,TA0001,T1190
2005312,TA0001,T1190
2005252,TA0001,T1190
2005253,TA0001,T1190
2005254,TA0001,T1190
2005255,TA0001,T1190
2005158,TA0001,T1190
2005159,TA0001,T1190
2005160,TA0001,T1190
2005161,TA0001,T1190
2005162,TA0001,T1190
2005163,TA0001,T1190
2008928,TA0001,T1190
2011565,TA0001,T1190
2011564,TA0001,T1190
2011563,TA0001,T1190
2011562,TA0001,T1190
2011557,TA0001,T1190
2011558,TA0001,T1190
2011559,TA0001,T1190
2011560,TA0001,T1190
2011561,TA0001,T1190
2011554,TA0001,T1190
2011552,TA0001,T1190
2011553,TA0001,T1190
2011547,TA0001,T1190
2011377,TA0001,T1190
2011426,TA0001,T1190
2011427,TA0001,T1190
2011428,TA0001,T1190
2011429,TA0001,T1190
2011450,TA0001,T1190
2011453,TA0001,T1190
2011454,TA0001,T1190
2007277,TA0001,T1190
2007048,TA0001,T1190
2007059,TA0001,T1190
2007125,TA0001,T1190
2007126,TA0001,T1190
2004109,TA0001,T1190
2004112,TA0001,T1190
2008880,TA0001,T1190
2008881,TA0001,T1190
2009085,TA0001,T1190
2009087,TA0001,T1190
2008882,TA0001,T1190
2009089,TA0001,T1190
2006650,TA0001,T1190
2012031,TA0001,T1190
2005834,TA0001,T1190
2004005,TA0001,T1190
2004006,TA0001,T1190
2004007,TA0001,T1190
2004008,TA0001,T1190
2004009,TA0001,T1190
2004010,TA0001,T1190
2004012,TA0001,T1190
2004013,TA0001,T1190
2004014,TA0001,T1190
2004015,TA0001,T1190
2004016,TA0001,T1190
2013761,TA0001,T1190
2009229,TA0001,T1190
2009230,TA0001,T1190
2028591,TA0011,T1001
2011214,TA0001,T1190
2011278,TA0010,T1041
2011666,TA0001,T1190
2011167,TA0001,T1190
2010196,TA0001,T1190
2004059,TA0001,T1190
2004060,TA0001,T1190
2004061,TA0001,T1190
2004062,TA0001,T1190
2004063,TA0001,T1190
2004064,TA0001,T1190
2004071,TA0001,T1190
2004072,TA0001,T1190
2004073,TA0001,T1190
2004074,TA0001,T1190
2004075,TA0001,T1190
2004076,TA0001,T1190
2007217,TA0001,T1190
2007218,TA0001,T1190
2007219,TA0001,T1190
2007220,TA0001,T1190
2007221,TA0001,T1190
2007222,TA0001,T1190
2005061,TA0001,T1190
2005062,TA0001,T1190
2005573,TA0001,T1190
2005574,TA0001,T1190
2005575,TA0001,T1190
2005576,TA0001,T1190
2005577,TA0001,T1190
2005578,TA0001,T1190
2005579,TA0001,T1190
2005580,TA0001,T1190
2005581,TA0001,T1190
2005582,TA0001,T1190
2005583,TA0001,T1190
2005584,TA0001,T1190
2011215,TA0001,T1190
2011216,TA0001,T1190
2011217,TA0001,T1190
2011218,TA0001,T1190
2011219,TA0001,T1190
2007510,TA0001,T1190
2007511,TA0001,T1190
2007512,TA0001,T1190
2007513,TA0001,T1190
2007514,TA0001,T1190
2007515,TA0001,T1190
2007516,TA0001,T1190
2007517,TA0001,T1190
2007518,TA0001,T1190
2007519,TA0001,T1190
2007520,TA0001,T1190
2007521,TA0001,T1190
2007522,TA0001,T1190
2007523,TA0001,T1190
2007524,TA0001,T1190
2007525,TA0001,T1190
2007526,TA0001,T1190
2007527,TA0001,T1190
2007528,TA0001,T1190
2007529,TA0001,T1190
2007530,TA0001,T1190
2007531,TA0001,T1190
2007532,TA0001,T1190
2007533,TA0001,T1190
2007534,TA0001,T1190
2007535,TA0001,T1190
2007536,TA0001,T1190
2007537,TA0001,T1190
2007538,TA0001,T1190
2007539,TA0001,T1190
2007540,TA0001,T1190
2007541,TA0001,T1190
2007542,TA0001,T1190
2007543,TA0001,T1190
2007544,TA0001,T1190
2007545,TA0001,T1190
2007546,TA0001,T1190
2007547,TA0001,T1190
2007548,TA0001,T1190
2007549,TA0001,T1190
2007550,TA0001,T1190
2007551,TA0001,T1190
2007552,TA0001,T1190
2007553,TA0001,T1190
2007554,TA0001,T1190
2007555,TA0001,T1190
2007556,TA0001,T1190
2007557,TA0001,T1190
2007558,TA0001,T1190
2007560,TA0001,T1190
2007561,TA0001,T1190
2007562,TA0001,T1190
2007563,TA0001,T1190
2009734,TA0001,T1190
2011164,TA0001,T1190
2011165,TA0001,T1190
2005057,TA0001,T1190
2005058,TA0001,T1190
2005059,TA0001,T1190
2005060,TA0001,T1190
2004542,TA0001,T1190
2004543,TA0001,T1190
2004544,TA0001,T1190
2004545,TA0001,T1190
2004547,TA0001,T1190
2004548,TA0001,T1190
2004550,TA0001,T1190
2004551,TA0001,T1190
2006819,TA0001,T1190
2006820,TA0001,T1190
2006821,TA0001,T1190
2006822,TA0001,T1190
2006823,TA0001,T1190
2006824,TA0001,T1190
2006825,TA0001,T1190
2006827,TA0001,T1190
2006828,TA0001,T1190
2006830,TA0001,T1190
2006831,TA0001,T1190
2006832,TA0001,T1190
2006833,TA0001,T1190
2006835,TA0001,T1190
2006836,TA0001,T1190
2006837,TA0001,T1190
2006838,TA0001,T1190
2006839,TA0001,T1190
2006840,TA0001,T1190
2006841,TA0001,T1190
2006842,TA0001,T1190
2006843,TA0001,T1190
2006844,TA0001,T1190
2006845,TA0001,T1190
2006847,TA0001,T1190
2006848,TA0001,T1190
2006849,TA0001,T1190
2006850,TA0001,T1190
2006852,TA0001,T1190
2006853,TA0001,T1190
2006854,TA0001,T1190
2006855,TA0001,T1190
2006856,TA0001,T1190
2006857,TA0001,T1190
2006858,TA0001,T1190
2006859,TA0001,T1190
2006860,TA0001,T1190
2005105,TA0001,T1190
2005106,TA0001,T1190
2005107,TA0001,T1190
2005108,TA0001,T1190
2005109,TA0001,T1190
2005110,TA0001,T1190
2005164,TA0001,T1190
2005165,TA0001,T1190
2005166,TA0001,T1190
2005167,TA0001,T1190
2005168,TA0001,T1190
2005169,TA0001,T1190
2005170,TA0001,T1190
2005171,TA0001,T1190
2005172,TA0001,T1190
2005173,TA0001,T1190
2005174,TA0001,T1190
2005175,TA0001,T1190
2005883,TA0001,T1190
2005884,TA0001,T1190
2005885,TA0001,T1190
2005886,TA0001,T1190
2005887,TA0001,T1190
2005888,TA0001,T1190
2007000,TA0001,T1190
2007001,TA0001,T1190
2007002,TA0001,T1190
2007003,TA0001,T1190
2007004,TA0001,T1190
2007005,TA0001,T1190
2009185,TA0001,T1190
2002901,TA0001,T1190
2004319,TA0001,T1190
2004320,TA0001,T1190
2004321,TA0001,T1190
2004322,TA0001,T1190
2004323,TA0001,T1190
2004324,TA0001,T1190
2007392,TA0001,T1190
2007393,TA0001,T1190
2007394,TA0001,T1190
2007395,TA0001,T1190
2007396,TA0001,T1190
2007397,TA0001,T1190
2007398,TA0001,T1190
2007399,TA0001,T1190
2007400,TA0001,T1190
2007401,TA0001,T1190
2007402,TA0001,T1190
2007403,TA0001,T1190
2010132,TA0001,T1190
2010135,TA0001,T1190
2010354,TA0001,T1190
2007476,TA0001,T1190
2007477,TA0001,T1190
2007478,TA0001,T1190
2007479,TA0001,T1190
2007480,TA0001,T1190
2007481,TA0001,T1190
2007487,TA0001,T1190
2007488,TA0001,T1190
2007489,TA0001,T1190
2007490,TA0001,T1190
2007491,TA0001,T1190
2007492,TA0001,T1190
2007493,TA0001,T1190
2007494,TA0001,T1190
2007495,TA0001,T1190
2007496,TA0001,T1190
2007497,TA0001,T1190
2007498,TA0001,T1190
2007499,TA0001,T1190
2007500,TA0001,T1190
2007501,TA0001,T1190
2007502,TA0001,T1190
2007503,TA0001,T1190
2007565,TA0001,T1190
2010022,TA0001,T1190
2008785,TA0001,T1190
2009424,TA0001,T1190
2010362,TA0001,T1190
2004887,TA0001,T1190
2004888,TA0001,T1190
2004889,TA0001,T1190
2004890,TA0001,T1190
2004891,TA0001,T1190
2004892,TA0001,T1190
2004893,TA0001,T1190
2004894,TA0001,T1190
2004895,TA0001,T1190
2004896,TA0001,T1190
2004897,TA0001,T1190
2004898,TA0001,T1190
2008787,TA0001,T1190
2009228,TA0001,T1190
2004717,TA0001,T1190
2004718,TA0001,T1190
2004719,TA0001,T1190
2004720,TA0001,T1190
2004721,TA0001,T1190
2004723,TA0001,T1190
2006567,TA0001,T1190
2006568,TA0001,T1190
2006569,TA0001,T1190
2006570,TA0001,T1190
2006571,TA0001,T1190
2006572,TA0001,T1190
2006573,TA0001,T1190
2006574,TA0001,T1190
2006575,TA0001,T1190
2006576,TA0001,T1190
2006577,TA0001,T1190
2006578,TA0001,T1190
2006579,TA0001,T1190
2006580,TA0001,T1190
2006581,TA0001,T1190
2006582,TA0001,T1190
2006583,TA0001,T1190
2006584,TA0001,T1190
2006585,TA0001,T1190
2006586,TA0001,T1190
2006587,TA0001,T1190
2006588,TA0001,T1190
2006589,TA0001,T1190
2006590,TA0001,T1190
2008936,TA0001,T1190
2006783,TA0001,T1190
2006784,TA0001,T1190
2006785,TA0001,T1190
2006786,TA0001,T1190
2006787,TA0001,T1190
2006788,TA0001,T1190
2006789,TA0001,T1190
2006790,TA0001,T1190
2006791,TA0001,T1190
2006792,TA0001,T1190
2006793,TA0001,T1190
2006794,TA0001,T1190
2008669,TA0001,T1190
2004724,TA0001,T1190
2004725,TA0001,T1190
2004726,TA0001,T1190
2004727,TA0001,T1190
2004728,TA0001,T1190
2004729,TA0001,T1190
2009186,TA0001,T1190
2010198,TA0001,T1190
2008650,TA0001,T1190
2009718,TA0001,T1190
2009747,TA0001,T1190
2007452,TA0001,T1190
2007453,TA0001,T1190
2007454,TA0001,T1190
2007455,TA0001,T1190
2007456,TA0001,T1190
2007457,TA0001,T1190
2007458,TA0001,T1190
2007459,TA0001,T1190
2007460,TA0001,T1190
2007461,TA0001,T1190
2007462,TA0001,T1190
2007463,TA0001,T1190
2004331,TA0001,T1190
2004332,TA0001,T1190
2004333,TA0001,T1190
2004334,TA0001,T1190
2004335,TA0001,T1190
2004336,TA0001,T1190
2008724,TA0001,T1190
2008896,TA0001,T1190
2009195,TA0001,T1190
2007211,TA0001,T1190
2007212,TA0001,T1190
2007213,TA0001,T1190
2007214,TA0001,T1190
2007215,TA0001,T1190
2007216,TA0001,T1190
2009365,TA0001,T1190
2009740,TA0001,T1190
2009741,TA0001,T1190
2009742,TA0001,T1190
2009417,TA0001,T1190
2009418,TA0001,T1190
2009420,TA0001,T1190
2009421,TA0001,T1190
2009422,TA0001,T1190
2009423,TA0001,T1190
2006333,TA0001,T1190
2006334,TA0001,T1190
2006335,TA0001,T1190
2006336,TA0001,T1190
2006337,TA0001,T1190
2006338,TA0001,T1190
2004828,TA0001,T1190
2004829,TA0001,T1190
2004830,TA0001,T1190
2004831,TA0001,T1190
2004832,TA0001,T1190
2004833,TA0001,T1190
2004024,TA0001,T1190
2004025,TA0001,T1190
2004026,TA0001,T1190
2004027,TA0001,T1190
2004028,TA0001,T1190
2004029,TA0001,T1190
2004030,TA0001,T1190
2004031,TA0001,T1190
2004032,TA0001,T1190
2004033,TA0001,T1190
2004034,TA0001,T1190
2004985,TA0001,T1190
2004986,TA0001,T1190
2004987,TA0001,T1190
2004988,TA0001,T1190
2004989,TA0001,T1190
2004990,TA0001,T1190
2004991,TA0001,T1190
2004992,TA0001,T1190
2004993,TA0001,T1190
2004994,TA0001,T1190
2004995,TA0001,T1190
2004996,TA0001,T1190
2008653,TA0001,T1190
2006249,TA0001,T1190
2006250,TA0001,T1190
2006251,TA0001,T1190
2006252,TA0001,T1190
2006253,TA0001,T1190
2006254,TA0001,T1190
2006255,TA0001,T1190
2006256,TA0001,T1190
2006257,TA0001,T1190
2006258,TA0001,T1190
2006259,TA0001,T1190
2006260,TA0001,T1190
2006261,TA0001,T1190
2006262,TA0001,T1190
2006263,TA0001,T1190
2006264,TA0001,T1190
2006265,TA0001,T1190
2006266,TA0001,T1190
2006267,TA0001,T1190
2006268,TA0001,T1190
2006269,TA0001,T1190
2006270,TA0001,T1190
2006271,TA0001,T1190
2006272,TA0001,T1190
2009429,TA0001,T1190
2009192,TA0001,T1190
2007893,TA0001,T1190
2007894,TA0001,T1190
2007895,TA0001,T1190
2007896,TA0001,T1190
2007897,TA0001,T1190
2008679,TA0001,T1190
2008680,TA0001,T1190
2006165,TA0001,T1190
2006166,TA0001,T1190
2006167,TA0001,T1190
2006168,TA0001,T1190
2006169,TA0001,T1190
2006170,TA0001,T1190
2006183,TA0001,T1190
2006184,TA0001,T1190
2006185,TA0001,T1190
2006186,TA0001,T1190
2006187,TA0001,T1190
2006188,TA0001,T1190
2007464,TA0001,T1190
2007465,TA0001,T1190
2007466,TA0001,T1190
2007467,TA0001,T1190
2007468,TA0001,T1190
2007469,TA0001,T1190
2007470,TA0001,T1190
2007471,TA0001,T1190
2007472,TA0001,T1190
2007473,TA0001,T1190
2008995,TA0001,T1190
2007474,TA0001,T1190
2007475,TA0001,T1190
2008933,TA0001,T1190
2007223,TA0001,T1190
2007224,TA0001,T1190
2006347,TA0001,T1190
2007225,TA0001,T1190
2007226,TA0001,T1190
2007227,TA0001,T1190
2007228,TA0001,T1190
2007229,TA0001,T1190
2007230,TA0001,T1190
2007231,TA0001,T1190
2007232,TA0001,T1190
2007233,TA0001,T1190
2007234,TA0001,T1190
2007235,TA0001,T1190
2007236,TA0001,T1190
2007237,TA0001,T1190
2007238,TA0001,T1190
2007239,TA0001,T1190
2007240,TA0001,T1190
2007241,TA0001,T1190
2007242,TA0001,T1190
2007243,TA0001,T1190
2007244,TA0001,T1190
2007245,TA0001,T1190
2007246,TA0001,T1190
2007247,TA0001,T1190
2007248,TA0001,T1190
2007249,TA0001,T1190
2007250,TA0001,T1190
2007251,TA0001,T1190
2007252,TA0001,T1190
2007253,TA0001,T1190
2007254,TA0001,T1190
2007255,TA0001,T1190
2007256,TA0001,T1190
2007257,TA0001,T1190
2007258,TA0001,T1190
2007259,TA0001,T1190
2007260,TA0001,T1190
2007261,TA0001,T1190
2007262,TA0001,T1190
2007263,TA0001,T1190
2007264,TA0001,T1190
2007265,TA0001,T1190
2007267,TA0001,T1190
2007268,TA0001,T1190
2007269,TA0001,T1190
2007270,TA0001,T1190
2007271,TA0001,T1190
2007272,TA0001,T1190
2007273,TA0001,T1190
2007274,TA0001,T1190
2007275,TA0001,T1190
2007276,TA0001,T1190
2007278,TA0001,T1190
2007279,TA0001,T1190
2007280,TA0001,T1190
2007281,TA0001,T1190
2007282,TA0001,T1190
2008866,TA0001,T1190
2004875,TA0001,T1190
2004876,TA0001,T1190
2004877,TA0001,T1190
2004878,TA0001,T1190
2004879,TA0001,T1190
2004880,TA0001,T1190
2006504,TA0001,T1190
2006505,TA0001,T1190
2006506,TA0001,T1190
2006507,TA0001,T1190
2006508,TA0001,T1190
2006509,TA0001,T1190
2004636,TA0001,T1190
